,playlist_name,track_name,artist_name,album_name,popularity,release_date,duration
550,coming of age online,Re: Stacks,Bon Iver,"For Emma, Forever Ago",0,2008-02-19,401413
551,coming of age online,Sea of Love,Cat Power,The Covers Record,62,2000-03-21,139466
552,coming of age online,The District Sleeps Alone Tonight - Remastered,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),53,2003-02-19,283746
553,coming of age online,I Will Follow You into the Dark,Death Cab for Cutie,Plans,65,2005-08-29,189186
554,coming of age online,Transatlanticism,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition),55,2003,475093
555,coming of age online,What Sarah Said,Death Cab for Cutie,Plans,44,2005-08-29,380866
556,coming of age online,Such Great Heights,The Postal Service,Give Up,50,2003-02-19,266346
557,coming of age online,A Movie Script Ending,Death Cab for Cutie,The Photo Album,42,2001-10-09,259480
558,coming of age online,Dear Avery,The Decemberists,The King Is Dead,30,2011-01-18,291925
559,coming of age online,You're a Wolf,Sea Wolf,Leaves in the River,52,2007-09-25,215560
560,coming of age online,Middle Distance Runner,Sea Wolf,Leaves in the River,40,2007-09-25,207666
561,coming of age online,The Garden That You Planted,Sea Wolf,Get to the River Before It Runs Too Low,32,2007-05-08,241773
562,coming of age online,Land Locked Blues,Bright Eyes,"I'm Wide Awake, It's Morning",45,2005-01-25,347933
563,coming of age online,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,46,2009-05-25,241640
564,coming of age online,40 Day Dream - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],55,2009-07-07,232690
565,coming of age online,Oxford Comma,Vampire Weekend,Vampire Weekend,0,2008-01-29,195733
566,coming of age online,Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend,50,2008-01-29,214706
567,coming of age online,The Kids Don't Stand a Chance,Vampire Weekend,Vampire Weekend,45,2008-01-29,243000
568,coming of age online,Diplomat's Son,Vampire Weekend,Contra,44,2010-01-12,361373
569,coming of age online,Young Lion,Vampire Weekend,Modern Vampires of the City,37,2013-05-13,105360
570,coming of age online,Hannah Hunt,Vampire Weekend,Modern Vampires of the City,53,2013-05-13,237973
571,coming of age online,Unbelievers,Vampire Weekend,Modern Vampires of the City,59,2013-05-13,202666
572,coming of age online,Mykonos,Fleet Foxes,First Collection 2006-2009,63,2018-11-09,275306
573,coming of age online,Oliver James,Fleet Foxes,Fleet Foxes,43,2008-06-03,203866
574,doin' the naughty,Do I Wanna Know?,Arctic Monkeys,AM,87,2013-09-09,272394
575,doin' the naughty,American Daydream,Electric Guest,Mondo,47,2012-01-01,168626
576,doin' the naughty,Retrograde,James Blake,Overgrown,63,2013-04-08,223600
577,doin' the naughty,Wicked Games,The Weeknd,Trilogy,74,2012-11-13,323746
578,doin' the naughty,505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),82,2007-04-24,253586
579,doin' the naughty,Sex And Candy,Marcy Playground,"Lunch, Recess & Detention",56,2012-01-01,172486
580,doin' the naughty,The Only Moment We Were Alone,Explosions In The Sky,The Earth Is Not a Cold Dead Place,0,2003-11-04,614200
581,doin' the naughty,Man,JoJo,good to know,40,2020-05-01,173760
582,doin' the naughty,Breakfast In Bed,Eric Bellinger,1-800-HIT-EAZY,38,2021-02-12,180937
583,doin' the naughty,Breakfast In Bed,Hitmaka,1-800-HIT-EAZY,38,2021-02-12,180937
584,wedding playlist 2,"Baby, I Love You",The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,44,1964-11-01,171466
585,wedding playlist 2,"Baby, I Love You",Ramones,End of the Century (Expanded 2005 Remaster),58,1980-02-04,224560
586,wedding playlist 2,I Wanna Be Your Boyfriend - 2016 Remaster,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),48,1976-04-23,144306
587,wedding playlist 2,Be My Baby,The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,68,1964-11-01,160906
588,wedding playlist 2,Friday I'm in Love,The Cure,Wish,68,1992-04-21,214400
589,wedding playlist 2,Do You Realize??,The Flaming Lips,Yoshimi Battles the Pink Robots,59,2002-05-13,213173
590,wedding playlist 2,I Melt with You,Modern English,After the Snow,61,1982-01-25,251573
591,wedding playlist 2,Just like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",68,1987-05-25,212000
592,wedding playlist 2,Here Comes Your Man,Pixies,Doolittle,69,1989-04-17,201186
593,wedding playlist 2,God Only Knows - Mono / 1997 Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),67,1966-06-16,173040
594,current nov22,26,Carol Ades,26,29,2022-06-01,188376
595,current nov22,For You,Laura Marling,Song For Our Daughter,51,2020-04-10,237228
596,current nov22,Erotic,Olivia Barton,Antisocial,3,2022-06-21,337914
597,current nov22,Unlearn Me,Carol Ades,Unlearn Me,22,2021-09-10,192540
598,current nov22,You Look So Good In Love,George Strait,Right Or Wrong,54,1983-01-01,193560
599,current nov22,Jealous of Paris,Haley Joelle,Jealous of Paris,56,2022-04-28,141639
600,current nov22,Lover Boy,Sophie May,You Do Not Have To Be Good,55,2022-08-05,119645
601,current nov22,Give Me A Minute,Lizzy McAlpine,Give Me A Minute,60,2020-08-13,157493
602,current nov22,The Walls Are Way Too Thin,Holly Humberstone,The Walls Are Way Too Thin,55,2021-11-12,221933
603,current nov22,Es Demasiado Tarde - Remasterizado,Ana Gabriel,La Reina Canta A Mexico,50,2006-10-31,251666
604,current nov22,The Giver,Sarah Kinsley,The Giver,58,2022-10-21,227209
605,current nov22,Before the World Was Big,Girlpool,Before The World Was Big,47,2015-06-02,141190
606,current nov22,Can I Call You Rose?,Thee Sacred Souls,Can I Call You Rose?,56,2020-03-03,188512
607,current nov22,Touch Me,DivineDevine,Riot Of The Kelly Green Love,31,2021-10-27,160601
608,current nov22,Touch Me,Shai Nowell,Riot Of The Kelly Green Love,31,2021-10-27,160601
609,current nov22,Touch Me,2oo7,Riot Of The Kelly Green Love,31,2021-10-27,160601
610,current nov22,Shark Smile - Edit,Big Thief,Shark Smile (Edit),62,2017-05-08,194760
611,current nov22,Umacashelana,The Joy,Umacashelana,25,2021-08-31,125573
612,current nov22,Nonsense,Sabrina Carpenter,emails i can't send,80,2022-07-15,163648
613,current nov22,Build a Bitch,Bella Poarch,Build a Bitch,75,2021-05-14,122772
614,current nov22,Kisua Ki Ngui Fuá,Artur Nunes,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,19,2001,204720
615,current nov22,Very Few Friends,Saint Levant,Very Few Friends,77,2022-11-07,132500
616,current nov22,La loi de Murphy,Angèle,Brol,50,2018-10-05,195173
617,current nov22,Means Something,Lizzy McAlpine,Give Me A Minute,46,2020-08-13,144631
618,current nov22,Big Boss (Interlude),Victoria Monét,JAGUAR,60,2020-08-07,91249
619,current nov22,Air So Sweet,dodie,Build A Problem,58,2021-05-07,65300
