,Unnamed: 0,playlist_name,track_name,artist_name,album_name,popularity,release_date,duration
564,564,coming of age online,40 Day Dream - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],55,2009,232690
565,565,coming of age online,Oxford Comma,Vampire Weekend,Vampire Weekend,0,2008,195733
566,566,coming of age online,Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend,50,2008,214706
567,567,coming of age online,The Kids Don't Stand a Chance,Vampire Weekend,Vampire Weekend,45,2008,243000
568,568,coming of age online,Diplomat's Son,Vampire Weekend,Contra,44,2010,361373
569,569,coming of age online,Young Lion,Vampire Weekend,Modern Vampires of the City,37,2013,105360
570,570,coming of age online,Hannah Hunt,Vampire Weekend,Modern Vampires of the City,53,2013,237973
571,571,coming of age online,Unbelievers,Vampire Weekend,Modern Vampires of the City,59,2013,202666
572,572,coming of age online,Mykonos,Fleet Foxes,First Collection 2006-2009,63,2018,275306
573,573,coming of age online,Oliver James,Fleet Foxes,Fleet Foxes,43,2008,203866
574,574,doin' the naughty,Do I Wanna Know?,Arctic Monkeys,AM,87,2013,272394
575,575,doin' the naughty,American Daydream,Electric Guest,Mondo,47,2012,168626
576,576,doin' the naughty,Retrograde,James Blake,Overgrown,63,2013,223600
577,577,doin' the naughty,Wicked Games,The Weeknd,Trilogy,74,2012,323746
578,578,doin' the naughty,505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),82,2007,253586
579,579,doin' the naughty,Sex And Candy,Marcy Playground,"Lunch, Recess & Detention",56,2012,172486
580,580,doin' the naughty,The Only Moment We Were Alone,Explosions In The Sky,The Earth Is Not a Cold Dead Place,0,2003,614200
581,581,doin' the naughty,Man,JoJo,good to know,40,2020,173760
582,582,doin' the naughty,Breakfast In Bed,Eric Bellinger,1-800-HIT-EAZY,38,2021,180937
583,583,doin' the naughty,Breakfast In Bed,Hitmaka,1-800-HIT-EAZY,38,2021,180937
584,584,wedding playlist 2,"Baby, I Love You",The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,44,1964,171466
585,585,wedding playlist 2,"Baby, I Love You",Ramones,End of the Century (Expanded 2005 Remaster),58,1980,224560
586,586,wedding playlist 2,I Wanna Be Your Boyfriend - 2016 Remaster,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),48,1976,144306
587,587,wedding playlist 2,Be My Baby,The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,68,1964,160906
588,588,wedding playlist 2,Friday I'm in Love,The Cure,Wish,68,1992,214400
589,589,wedding playlist 2,Do You Realize??,The Flaming Lips,Yoshimi Battles the Pink Robots,59,2002,213173
590,590,wedding playlist 2,I Melt with You,Modern English,After the Snow,61,1982,251573
591,591,wedding playlist 2,Just like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",68,1987,212000
592,592,wedding playlist 2,Here Comes Your Man,Pixies,Doolittle,69,1989,201186
593,593,wedding playlist 2,God Only Knows - Mono / 1997 Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),67,1966,173040
594,594,current nov22,26,Carol Ades,26,29,2022,188376
595,595,current nov22,For You,Laura Marling,Song For Our Daughter,51,2020,237228
596,596,current nov22,Erotic,Olivia Barton,Antisocial,3,2022,337914
597,597,current nov22,Unlearn Me,Carol Ades,Unlearn Me,22,2021,192540
598,598,current nov22,You Look So Good In Love,George Strait,Right Or Wrong,54,1983,193560
599,599,current nov22,Jealous of Paris,Haley Joelle,Jealous of Paris,56,2022,141639
600,600,current nov22,Lover Boy,Sophie May,You Do Not Have To Be Good,55,2022,119645
601,601,current nov22,Give Me A Minute,Lizzy McAlpine,Give Me A Minute,60,2020,157493
602,602,current nov22,The Walls Are Way Too Thin,Holly Humberstone,The Walls Are Way Too Thin,55,2021,221933
603,603,current nov22,Es Demasiado Tarde - Remasterizado,Ana Gabriel,La Reina Canta A Mexico,50,2006,251666
604,604,current nov22,The Giver,Sarah Kinsley,The Giver,58,2022,227209
605,605,current nov22,Before the World Was Big,Girlpool,Before The World Was Big,47,2015,141190
606,606,current nov22,Can I Call You Rose?,Thee Sacred Souls,Can I Call You Rose?,56,2020,188512
607,607,current nov22,Touch Me,DivineDevine,Riot Of The Kelly Green Love,31,2021,160601
608,608,current nov22,Touch Me,Shai Nowell,Riot Of The Kelly Green Love,31,2021,160601
609,609,current nov22,Touch Me,2oo7,Riot Of The Kelly Green Love,31,2021,160601
610,610,current nov22,Shark Smile - Edit,Big Thief,Shark Smile (Edit),62,2017,194760
611,611,current nov22,Umacashelana,The Joy,Umacashelana,25,2021,125573
612,612,current nov22,Nonsense,Sabrina Carpenter,emails i can't send,80,2022,163648
613,613,current nov22,Build a Bitch,Bella Poarch,Build a Bitch,75,2021,122772
614,614,current nov22,Kisua Ki Ngui Fuá,Artur Nunes,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,19,2001,204720
615,615,current nov22,Very Few Friends,Saint Levant,Very Few Friends,77,2022,132500
616,616,current nov22,La loi de Murphy,Angèle,Brol,50,2018,195173
617,617,current nov22,Means Something,Lizzy McAlpine,Give Me A Minute,46,2020,144631
618,618,current nov22,Big Boss (Interlude),Victoria Monét,JAGUAR,60,2020,91249
619,619,current nov22,Air So Sweet,dodie,Build A Problem,58,2021,65300
